機構代碼,機構名稱,權屬別,型態別,縣市鄉鎮,電話,地址,診療科別,西醫生,中醫師,牙醫師,藥師,藥劑生,護理師,護士,助產士,助產師,醫事檢驗師,醫事檢驗生,物理治療師,職能治療師,醫事放射師,醫事放射士,物理治療生,呼吸治療師,職能治療生,諮商心理師,臨床心理師,營養師,語言治療師,牙體技術師,聽力師,牙體技術生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802041277,漢唐中醫診所,私立中醫診所,中醫診所,高雄市楠梓區,3632386,高雄市楠梓區德祥路189號1樓,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502063437,愛理國際診所,私立西醫診所,西醫診所,高雄市新興區,07-2810111,高雄市新興區五福二路39號一樓,"家庭醫學科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742012678,康美牙醫診所,私立牙醫診所,牙醫診所,高雄市鳳山區,07-7777180,高雄市鳳山區八德路２７８號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517022171,安康診所,私立西醫診所,西醫診所,臺中市東區,04-23602399,臺中市東區進化路229號1樓,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817021992,五禾堂中醫診所,私立中醫診所,中醫診所,臺中市東區,04-22138873,臺中市東區自由路4段516號1樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517064151,楊紹民診所,私立西醫診所,西醫診所,臺中市西屯區,04-22582056,臺中市西屯區政和路152號1、2樓,,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821021428,天心中醫診所,私立中醫診所,中醫診所,臺南市南區,06-2221206,臺南市南區廣州里健康路2段194號1樓,,,4,,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742012696,翔新牙醫診所,私立牙醫診所,牙醫診所,高雄市鳳山區,07-8410338,高雄市鳳山區五甲三路97號1樓,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790011114,永鑫牙醫診所,私立牙醫診所,牙醫診所,金門縣金城鎮,320777,金門縣金城鎮環島西路一段101號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0942020019,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,醫療社團法人醫院,醫院,高雄市岡山區,07-6222131,高雄市岡山區壽天路12號,"家庭醫學科,內科,外科,骨科,神經科,復健科,麻醉科,急診醫學科,",19,2,7,9,,76,16,,,6,,6,4,6,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531053433,加加小兒科診所,私立西醫診所,西醫診所,新北市新店區,0222104948,新北市新店區玫瑰路14號1樓,"兒科,",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0937010019,秀傳醫療社團法人秀傳紀念醫院,醫療社團法人醫院,綜合醫院,彰化縣彰化市,04-7256166,彰化縣彰化市南瑤里中山路1段536、542號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,齒顎矯正科,口腔顎面外科,",197,13,26,48,1,640,48,,,68,1,8,7,34,,3,18,,3,4,12,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712012338,尊爵時尚牙醫診所,私立牙醫診所,牙醫一般診所,新竹市東區,03-5733699,新竹市東區豐功里建中路128號1樓及130號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733051387,皓品牙醫診所,私立牙醫診所,牙醫診所,新竹縣竹北市,035505865,新竹縣竹北市勝利五路47號,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722011879,好亮牙醫診所,私立牙醫診所,牙醫診所,嘉義市東區,05-2789922,嘉義市東區林森東路428號之1一樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743012019,同心園牙醫診所,私立牙醫診所,牙醫診所,屏東縣屏東市,08-7550799,屏東縣屏東市擇仁里自由路105號3樓,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702031897,止鼾王國牙醫診所,私立牙醫診所,牙醫診所,高雄市左營區,07-3509966,高雄市左營區重化街1號1.2樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542081412,黃伯達診所,私立西醫診所,西醫專科診所,高雄市仁武區,07-3759600,高雄市仁武區仁和里仁忠路75號1樓,"婦產科,",1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734011443,1001楊牙醫診所,私立牙醫診所,牙醫診所,宜蘭縣宜蘭市,9381001,宜蘭縣宜蘭市延平路38之34號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732101622,豐禾牙醫診所,私立牙醫診所,牙醫診所,桃園市平鎮區,03-4953009,桃園市平鎮區民族路三段87號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501028087,奐采美診所,私立西醫診所,西醫診所,臺北市大安區,87718833,臺北市大安區忠孝東路4段50號5樓,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543014047,杏仁診所,私立西醫診所,西醫診所,屏東縣屏東市,08-7211241,屏東縣屏東市豐田里公園東路100號,"家庭醫學科,",1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517083781,駿朋診所,私立西醫診所,西醫診所,臺中市北屯區,04-22951778,臺中市北屯區中清路二段616號1樓,"家庭醫學科,",2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542014874,李耳鼻喉科診所,私立西醫診所,西醫診所,高雄市鳳山區,07-7420100,高雄市鳳山區三民路210號,"耳鼻喉科,",1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536192524,勤益診所,私立西醫診所,西醫診所,臺中市太平區,04-23933999,臺中市太平區中山路一段319號1樓,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831062287,新莊易元堂中醫診所,私立中醫診所,中醫一般診所,新北市新莊區,29936199,新北市新莊區幸福路680號1樓,,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034010017,宜蘭普門醫療財團法人普門診所,醫療財團法人診所,西醫診所,宜蘭縣宜蘭市,9327778,宜蘭縣宜蘭市神農路1段87號,"家庭醫學科,兒科,復健科,",3,,,,,2,1,,,,,2,2,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522013317,滿溢小兒科診所,私立西醫診所,西醫診所,嘉義市東區,05-2767757,嘉義市東區垂楊路104號1樓,"兒科,",1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741311912,豐禾牙醫診所,私立牙醫診所,牙醫診所,臺南市永康區,06-2050297,臺南市永康區北灣里大灣路42-1號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717062848,光流牙醫診所,私立牙醫診所,牙醫診所,臺中市西屯區,04-22582056,臺中市西屯區政和路152號1、2樓,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801022987,醫心堂中醫診所,私立中醫診所,中醫診所,臺北市大安區,27840007,臺北市大安區信義路4段267號2樓,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717062857,三信牙醫診所,私立牙醫診所,牙醫診所,臺中市西屯區,04-23125522,臺中市西屯區漢口路2段306號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721080014,美格牙醫診所,私立牙醫診所,牙醫診所,臺南市中西區,06-2214188,臺南市中西區民生里金華路3段54號1、2樓,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501194924,好視多眼科診所,私立西醫診所,西醫診所,臺北市萬華區,23392100,臺北市萬華區萬大路257號,"眼科,",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531013905,興安診所,私立西醫診所,西醫醫務室,新北市板橋區,0229652683,新北市板橋區龍興街51號,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832013101,一番中醫診所,私立中醫診所,中醫診所,桃園市桃園區,,桃園市桃園區復興路55號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531017270,板橋安媞婦產科診所,私立西醫診所,西醫診所,新北市板橋區,02-29668998,新北市板橋區府中路43號2樓,"婦產科,",2,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521013653,國光眼科診所,私立西醫診所,西醫診所,臺南市東區,06-3351666,臺南市東區自強里中華東路2段335號1樓,"眼科,",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537181199,瑚璉診所,私立西醫診所,西醫診所,彰化縣永靖鄉,04-8226566,彰化縣永靖鄉永西村瑚璉路243號,,3,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532026040,中慎診所,私立西醫診所,西醫診所,桃園市中壢區,03-4370090,桃園市中壢區中山東路二段525號之7,"內科,",3,,,,,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543014065,崇蘭診所,私立西醫診所,西醫診所,屏東縣屏東市,08-7332716,屏東縣屏東市潭墘里大同北路47號,"內科,",1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832041374,正梁中醫診所,私立中醫診所,中醫診所,桃園市楊梅區,03-4856088,桃園市楊梅區新農街26號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546101181,池恩診所,私立西醫診所,西醫診所,臺東縣池上鄉,0936593123,臺東縣池上鄉中東三路20號,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701026916,大安牙醫診所,私立牙醫診所,牙醫診所,臺北市大安區,23776060,臺北市大安區和平東路3段228巷2號2樓,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739031310,育群牙醫診所,私立牙醫診所,牙醫診所,雲林縣虎尾鎮,0928-388471,雲林縣虎尾鎮光復路316號之1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836101282,青仁堂中醫診所,私立中醫診所,中醫診所,臺中市大雅區,04-25661495,臺中市大雅區中清路三段1012號1樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717072639,文心牙醫診所,私立牙醫診所,牙醫診所,臺中市南屯區,04-22514299,臺中市南屯區文心路1段369號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701104899,如意牙醫診所,私立牙醫診所,牙醫診所,臺北市中山區,27520796,臺北市中山區復興南路一段42號3樓,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732071441,小哈佛牙醫診所,私立牙醫診所,牙醫診所,桃園市龜山區,,桃園市龜山區文化二路38-3號2樓之7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531044928,寧靜海診所,私立西醫診所,西醫診所,新北市中和區,0229212321,新北市中和區永貞路２３９巷２０號１樓,"精神科,",1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517064188,莫亞皮膚科診所,私立西醫診所,西醫診所,臺中市西屯區,04-23143016,臺中市西屯區臺灣大道二段738號1樓,"皮膚科,",3,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822011613,立仁中醫診所,私立中醫診所,中醫診所,嘉義市東區,052232188,嘉義市東區安寮里立仁路331號1樓,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541313083,真大眼科診所,私立西醫診所,西醫診所,臺南市永康區,06-2071455,臺南市永康區南灣里大灣路742號,"眼科,",1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517083816,晶睛眼科診所,私立西醫診所,西醫診所,臺中市北屯區,04-22437017,臺中市北屯區松竹路2段167號1樓,"眼科,",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521042878,羅信宜精神科診所,私立西醫診所,西醫專科診所,臺南市北區,06-2002268,臺南市北區振興里長榮路四段141號1樓,"精神科,",1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521042887,寶貝小兒科診所,私立西醫診所,西醫專科診所,臺南市北區,06-2365247,臺南市北區東興里小東路365號1樓,"兒科,",1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511011092,維德醫院,私立西醫醫院,精神科醫院,基隆市中正區,02-24696688,基隆市中正區調和街210號,"精神科,",4,,,4,,23,9,,,,,,2,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701183274,廖春美牙醫診所,私立牙醫診所,牙醫診所,臺北市中正區,23937315,臺北市中正區寧波西街78號2樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517073178,薇安婦產科診所,私立西醫診所,西醫診所,臺中市南屯區,04-24733966,臺中市南屯區永春東路242號1樓、2樓,"婦產科,",1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717062866,康慈牙醫診所,私立牙醫診所,牙醫診所,臺中市西屯區,,臺中市西屯區福安路76號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541012312,保安診所,私立西醫診所,西醫診所,臺南市新營區,06-6325757,臺南市新營區民權里民權路78-2號,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536071416,李煥照婦產專科診所,私立西醫診所,西醫診所,臺中市后里區,04-25581886,臺中市后里區文明路33號1樓,"婦產科,",1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831032237,康福中醫診所,私立中醫診所,中醫診所,新北市永和區,29232696,新北市永和區中正路 478號一樓二樓,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832101455,華佐中醫診所,私立中醫診所,中醫診所,桃園市平鎮區,03-4933200,桃園市平鎮區文化街246號1樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517022199,佑佑診所,私立西醫診所,西醫診所,臺中市東區,04-22125628,臺中市東區十甲路501號1樓。,,2,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531142885,蔡嘉哲骨科診所,私立西醫診所,西醫診所,新北市蘆洲區,82850058,新北市蘆洲區長安街124號1樓,"骨科,",2,,,1,,1,2,,,,,6,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540041659,惠德診所,私立西醫診所,西醫診所,嘉義縣民雄鄉,05-2721665,嘉義縣民雄鄉三興村大學路一段281號,"婦產科,",1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501013488,怡碩視光眼科診所,私立西醫診所,西醫診所,臺北市松山區,25462219,臺北市松山區復興北路313巷28號,"眼科,",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701157274,聖林牙醫診所,私立牙醫診所,牙醫診所,臺北市士林區,28336120,臺北市士林區德行東路67號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712012348,清新牙醫診所,私立牙醫診所,牙醫診所,新竹市東區,03-5312252,新竹市東區南門里中華路二段501號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501194915,健怡美時尚診所,私立西醫診所,西醫診所,臺北市萬華區,02-23115488,臺北市萬華區成都路97號,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521013591,侯世婷小兒科診所,私立西醫診所,西醫診所,臺南市東區,06-3369131,臺南市東區崇善里崇善路511號1樓,"兒科,",3,,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736051302,威登牙醫診所,私立牙醫診所,牙醫診所,臺中市沙鹿區,04-26655335,臺中市沙鹿區鹿寮里成功東街45號及45-1號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502042250,楠華診所,私立西醫診所,西醫診所,高雄市楠梓區,07-3533606,高雄市楠梓區興楠路295.297號,,2,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741271128,全家牙醫診所,私立牙醫診所,牙醫診所,臺南市仁德區,06-2706633,臺南市仁德區後壁里中正路2段252號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812041494,恆康中醫診所,私立中醫診所,中醫診所,新竹市北區,03-5227771,新竹市北區客雅里延平路一段159巷34號1樓、2樓,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521013662,璺到底皮膚專科診所,私立西醫診所,西醫診所,臺南市東區,06-2882555,臺南市東區德光里崇明路153之1號1樓,"皮膚科,",1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532015896,慈文診所,私立西醫診所,西醫診所,桃園市桃園區,03-3355482,桃園市桃園區中正路566號1、2樓,"耳鼻喉科,",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501028112,維昕時尚診所,私立西醫診所,西醫診所,臺北市大安區,87716966,臺北市大安區復興南路1段137號4樓之7及6樓之8,,2,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831171211,元康中醫診所,私立中醫診所,中醫診所,新北市林口區,02-26089690,新北市林口區文化二路一段168號1樓,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801023024,明悅中醫診所,私立中醫診所,中醫診所,臺北市大安區,27713370,臺北市大安區忠孝東路4段210之1號9樓,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832120012,崇善堂中醫診所,私立中醫診所,中醫診所,桃園市觀音區,03-4986355,桃園市觀音區中山路2段755號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543141135,林茂謙診所,私立西醫診所,西醫診所,屏東縣竹田鄉,08.7786387,屏東縣竹田鄉西勢村龍門路192號,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802082081,劉景昇中醫診所,私立中醫診所,中醫診所,高雄市苓雅區,07-7272531,高雄市苓雅區四維二路46號(1樓),,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801101961,景欣中醫診所,私立中醫診所,中醫診所,臺北市中山區,25683568,臺北市中山區南京東路二段95號2樓,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537031541,簡瑜宏診所,私立西醫診所,西醫診所,彰化縣和美鎮,04-7553799,彰化縣和美鎮山犁里道周路439號,,1,,,2,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702031911,常喜牙醫診所,私立牙醫診所,牙醫診所,高雄市左營區,07-3431199,高雄市左營區重上街248號1.2樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842021240,潤養中醫診所,私立中醫診所,中醫診所,高雄市岡山區,(07)-6260185,高雄市岡山區柳橋西路一段20號1F,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501184053,新公園診所,私立西醫診所,西醫診所,臺北市中正區,02-23312714,臺北市中正區襄陽路3號3樓,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502055444,生生不息婦產科診所,私立西醫診所,西醫診所,高雄市三民區,07-3113331,高雄市三民區九如二路162號1、2樓,"婦產科,",1,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536031832,力倫診所,私立西醫診所,西醫診所,臺中市大甲區,04-26805889,臺中市大甲區蔣公路246號1樓,"家庭醫學科,兒科,",4,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821041831,韋睿宏中醫診所,私立中醫診所,中醫診所,臺南市北區,06-2006100,臺南市北區東興里小東路345號1樓,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521013609,佑誠復健科診所,私立西醫診所,西醫診所,臺南市東區,06-2899373,臺南市東區崇學里中華東路3段220-222號1樓,"復健科,",1,,,,,,,,,,,7,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801093106,控八控控中醫診所,私立中醫診所,中醫診所,臺北市大同區,2592-1130,臺北市大同區承德路三段148之1號,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536091767,長虹耳鼻喉科診所,私立西醫診所,西醫診所,臺中市潭子區,04-25355058,臺中市潭子區勝利路231號1樓,"耳鼻喉科,",2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531025245,林慶宗耳鼻喉科診所,私立西醫診所,西醫診所,新北市三重區,89721515,新北市三重區集美街21-1號1、2樓,"耳鼻喉科,",2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531053490,佳禾復健科診所,私立西醫診所,西醫診所,新北市新店區,(02)8219-1110,新北市新店區中正路539-3號1樓,"復健科,",1,,,,,,,,,,,4,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501020054,林慧雯婦產科診所,私立西醫診所,西醫診所,臺北市大安區,27117111,臺北市大安區忠孝東路4段210之1號2樓,"婦產科,",2,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501172786,德文診所,私立西醫診所,西醫診所,臺北市信義區,27296521,臺北市信義區松仁路240巷15號,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542062279,幸安診所,私立西醫診所,西醫專科診所,高雄市大寮區,07-7812855,高雄市大寮區永芳里鳳林三路526號1、2樓,"內科,",2,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531072225,承恩診所,私立西醫診所,西醫診所,新北市樹林區,02-89705297,新北市樹林區學勤路597號1樓,"兒科,",1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832022839,佑康中醫診所,私立中醫診所,中醫專科診所,桃園市中壢區,03-4388393,桃園市中壢區中北路二段406號,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
